time,feature,component,id,parameter,value
1,topology,link,29,status,0
1,topology,link,27,status,0
1,flow,link,27,current,0.0
1,flow,link,27,real_power_from,0.0
1,flow,link,27,reactive_power_from,0.0
1,flow,link,27,real_power_to,0.0
1,flow,link,27,reactive_power_to,0.0
1,topology,link,28,status,0
1,flow,link,28,current,0.0
1,flow,link,28,real_power_from,0.0
1,flow,link,28,reactive_power_from,0.0
1,flow,link,28,real_power_to,0.0
1,flow,link,28,reactive_power_to,0.0
1,topology,link,1,status,0
1,flow,link,1,current,0.0
1,flow,link,1,real_power_from,0.0
1,flow,link,1,reactive_power_from,0.0
1,flow,link,1,real_power_to,0.0
1,flow,link,1,reactive_power_to,0.0
1,topology,link,2,status,0
1,flow,link,2,current,0.0
1,flow,link,2,real_power_from,0.0
1,flow,link,2,reactive_power_from,0.0
1,flow,link,2,real_power_to,0.0
1,flow,link,2,reactive_power_to,0.0
1,topology,link,3,status,0
1,flow,link,3,current,0.0
1,flow,link,3,real_power_from,0.0
1,flow,link,3,reactive_power_from,0.0
1,flow,link,3,real_power_to,0.0
1,flow,link,3,reactive_power_to,0.0
1,topology,link,4,status,0
1,flow,link,4,current,0.0
1,flow,link,4,real_power_from,0.0
1,flow,link,4,reactive_power_from,0.0
1,flow,link,4,real_power_to,0.0
1,flow,link,4,reactive_power_to,0.0
1,topology,link,6,status,0
1,flow,link,6,current,0.0
1,flow,link,6,real_power_from,0.0
1,flow,link,6,reactive_power_from,0.0
1,flow,link,6,real_power_to,0.0
1,flow,link,6,reactive_power_to,0.0
1,topology,link,11,status,0
1,flow,link,11,current,0.0
1,flow,link,11,real_power_from,0.0
1,flow,link,11,reactive_power_from,0.0
1,flow,link,11,real_power_to,0.0
1,flow,link,11,reactive_power_to,0.0
1,topology,link,12,status,0
1,flow,link,12,current,0.0
1,flow,link,12,real_power_from,0.0
1,flow,link,12,reactive_power_from,0.0
1,flow,link,12,real_power_to,0.0
1,flow,link,12,reactive_power_to,0.0
1,topology,link,14,status,0
1,flow,link,14,current,0.0
1,flow,link,14,real_power_from,0.0
1,flow,link,14,reactive_power_from,0.0
1,flow,link,14,real_power_to,0.0
1,flow,link,14,reactive_power_to,0.0
1,topology,link,15,status,0
1,flow,link,15,current,0.0
1,flow,link,15,real_power_from,0.0
1,flow,link,15,reactive_power_from,0.0
1,flow,link,15,real_power_to,0.0
1,flow,link,15,reactive_power_to,0.0
1,topology,link,24,status,0
1,flow,link,24,current,0.0
1,flow,link,24,real_power_from,0.0
1,flow,link,24,reactive_power_from,0.0
1,flow,link,24,real_power_to,0.0
1,flow,link,24,reactive_power_to,0.0
1,topology,link,26,status,0
1,flow,link,26,current,0.0
1,flow,link,26,real_power_from,0.0
1,flow,link,26,reactive_power_from,0.0
1,flow,link,26,real_power_to,0.0
1,flow,link,26,reactive_power_to,0.0
1,topology,link,31,status,0
1,flow,link,31,current,0.0
1,flow,link,31,real_power_from,0.0
1,flow,link,31,reactive_power_from,0.0
1,flow,link,31,real_power_to,0.0
1,flow,link,31,reactive_power_to,0.0
1,topology,link,36,status,0
1,flow,link,36,current,0.0
1,flow,link,36,real_power_from,0.0
1,flow,link,36,reactive_power_from,0.0
1,flow,link,36,real_power_to,0.0
1,flow,link,36,reactive_power_to,0.0
1,topology,link,41,status,0
1,flow,link,41,current,0.0
1,flow,link,41,real_power_from,0.0
1,flow,link,41,reactive_power_from,0.0
1,flow,link,41,real_power_to,0.0
1,flow,link,41,reactive_power_to,0.0
1,flow,node,2,real_power,28.966975537490857
1,topology,link,1,status,0
1,flow,link,1,current,0.0
1,flow,link,1,real_power_from,0.0
1,flow,link,1,reactive_power_from,0.0
1,flow,link,1,real_power_to,0.0
1,flow,link,1,reactive_power_to,0.0
1,topology,link,2,status,0
1,flow,link,2,current,0.0
1,flow,link,2,real_power_from,0.0
1,flow,link,2,reactive_power_from,0.0
1,flow,link,2,real_power_to,0.0
1,flow,link,2,reactive_power_to,0.0
1,topology,link,3,status,0
1,flow,link,3,current,0.0
1,flow,link,3,real_power_from,0.0
1,flow,link,3,reactive_power_from,0.0
1,flow,link,3,real_power_to,0.0
1,flow,link,3,reactive_power_to,0.0
1,topology,link,4,status,0
1,flow,link,4,current,0.0
1,flow,link,4,real_power_from,0.0
1,flow,link,4,reactive_power_from,0.0
1,flow,link,4,real_power_to,0.0
1,flow,link,4,reactive_power_to,0.0
1,topology,link,6,status,0
1,flow,link,6,current,0.0
1,flow,link,6,real_power_from,0.0
1,flow,link,6,reactive_power_from,0.0
1,flow,link,6,real_power_to,0.0
1,flow,link,6,reactive_power_to,0.0
1,topology,link,11,status,0
1,flow,link,11,current,0.0
1,flow,link,11,real_power_from,0.0
1,flow,link,11,reactive_power_from,0.0
1,flow,link,11,real_power_to,0.0
1,flow,link,11,reactive_power_to,0.0
1,topology,link,12,status,0
1,flow,link,12,current,0.0
1,flow,link,12,real_power_from,0.0
1,flow,link,12,reactive_power_from,0.0
1,flow,link,12,real_power_to,0.0
1,flow,link,12,reactive_power_to,0.0
1,topology,link,14,status,0
1,flow,link,14,current,0.0
1,flow,link,14,real_power_from,0.0
1,flow,link,14,reactive_power_from,0.0
1,flow,link,14,real_power_to,0.0
1,flow,link,14,reactive_power_to,0.0
1,topology,link,15,status,0
1,flow,link,15,current,0.0
1,flow,link,15,real_power_from,0.0
1,flow,link,15,reactive_power_from,0.0
1,flow,link,15,real_power_to,0.0
1,flow,link,15,reactive_power_to,0.0
1,topology,link,24,status,0
1,flow,link,24,current,0.0
1,flow,link,24,real_power_from,0.0
1,flow,link,24,reactive_power_from,0.0
1,flow,link,24,real_power_to,0.0
1,flow,link,24,reactive_power_to,0.0
1,topology,link,26,status,0
1,flow,link,26,current,0.0
1,flow,link,26,real_power_from,0.0
1,flow,link,26,reactive_power_from,0.0
1,flow,link,26,real_power_to,0.0
1,flow,link,26,reactive_power_to,0.0
1,topology,link,31,status,0
1,flow,link,31,current,0.0
1,flow,link,31,real_power_from,0.0
1,flow,link,31,reactive_power_from,0.0
1,flow,link,31,real_power_to,0.0
1,flow,link,31,reactive_power_to,0.0
1,topology,link,36,status,0
1,flow,link,36,current,0.0
1,flow,link,36,real_power_from,0.0
1,flow,link,36,reactive_power_from,0.0
1,flow,link,36,real_power_to,0.0
1,flow,link,36,reactive_power_to,0.0
1,topology,link,41,status,0
1,flow,link,41,current,0.0
1,flow,link,41,real_power_from,0.0
1,flow,link,41,reactive_power_from,0.0
1,flow,link,41,real_power_to,0.0
1,flow,link,41,reactive_power_to,0.0
1,topology,link,5,status,0
1,flow,link,5,current,0.0
1,flow,link,5,real_power_from,0.0
